IMMR_code,Disease,live_f_17-49,live_f_50-69,live_f_70+,live_f_NA,live_f_Total,year
125,Essential hypertension (I10),9363,20072,12891,665,42991,2004
126,Hypertensive heart disease (I11),765,1351,708,132,2956,2004
127,Other hypertensive diseases (I12-I15),732,1116,946,219,3013,2004
128,"Acute myocardial infarction (I21,I22)",732,2214,1495,159,4600,2004
129,"Other ischaemic heart disease  (I20,I23-I25)",4852,11038,6382,327,22599,2004
130,Pulmonary embolism (I26),95,105,117,26,343,2004
131,Cor pulmonale (I27.9),68,301,192,20,581,2004
132,Heart failure (I50),535,1706,1858,104,4203,2004
134,Cerebroavascular disease (I60-I69),931,3053,3600,124,7708,2004
135,Atherosclerosis (I70),35,68,52,8,163,2004
136,Arterial embolism and thrombosis (I74),41,64,63,5,173,2004
137,"Other diseases of arteries, artherosclerosis and capillaries",168,143,117,25,453,2004
125,Essential hypertension (I10),10260,25472,16958,276,52966,2014
126,Hypertensive heart disease (I11),762,1270,764,7,2812,2014
127,Other hypertensive diseases (I12-I15),441,800,394,10,1659,2014
128,"Acute myocardial infarction (I21,I22)",1706,5018,3679,22,10453,2014
129,"Other ischaemic heart disease  (I20,I23-I25)",6898,17959,10287,45,35314,2014
130,Pulmonary embolism (I26),65,51,22,0,138,2014
131,Cor pulmonale (I27.9),39,120,145,0,311,2014
132,Heart failure (I50),761,3066,2999,9,6885,2014
134,Cerebroavascular disease (I60-I69),1560,6480,7321,17,15434,2014
135,Atherosclerosis (I70),29,55,43,0,129,2014
136,Arterial embolism and thrombosis (I74),27,33,16,0,77,2014
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",202,272,140,0,631,2014
125,Essential hypertension (I10),10177.999999999987,24786.000000000015,16698.999999999964,184.99999999999986,51847.999999999985,2015
126,Hypertensive heart disease (I11),711,1165.0000000000002,693.00000000000011,9.0000000000000036,2582.0000000000014,2015
127,Other hypertensive diseases (I12-I15),517,784.99999999999886,442.99999999999892,9,1767.0000000000007,2015
128,"Acute myocardial infarction (I21,I22)",1622.9999999999998,5619.0000000000064,4250.9999999999991,43.000000000000043,11558.000000000024,2015
129,"Other ischaemic heart disease  (I20,I23-I25)",6894.9999999999955,17994.000000000036,10190.000000000009,48,35241.000000000065,2015
130,Pulmonary embolism (I26),49.000000000000043,36.000000000000007,20,0,105.00000000000003,2015
131,Cor pulmonale (I27.9),24,74,106.99999999999989,1.0000000000000016,208,2015
132,Heart failure (I50),852.99999999999955,3188.0000000000009,3361.0000000000027,13.000000000000002,7460.9999999999955,2015
134,Cerebroavascular disease (I60-I69),1609.9999999999975,6584.9999999999882,7644.99999999999,15,15927,2015
135,Atherosclerosis (I70),17.000000000000007,49.999999999999915,32.000000000000036,0,101.00000000000004,2015
136,Arterial embolism and thrombosis (I74),22,22.000000000000014,7,0,53,2015
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",199,223.99999999999983,147.00000000000028,1.0000000000000016,600,2015
125,Essential hypertension (I10),10332.000000000005,25435.000000000062,17112.999999999982,107.99999999999982,53148,2016
126,Hypertensive heart disease (I11),739.99999999999966,1276.9999999999986,683.00000000000011,9,2717.0000000000027,2016
127,Other hypertensive diseases (I12-I15),437.00000000000051,819.0000000000008,403.99999999999949,25.000000000000075,1689.0000000000016,2016
128,"Acute myocardial infarction (I21,I22)",1604.9999999999989,6158.9999999999982,4538.9999999999945,24,12340.000000000029,2016
129,"Other ischaemic heart disease  (I20,I23-I25)",6689.0000000000091,18406.999999999989,10119.000000000004,29.000000000000071,35324,2016
130,Pulmonary embolism (I26),78,77.999999999999886,35.000000000000021,0,195.00000000000026,2016
131,Cor pulmonale (I27.9),32.000000000000028,71,64.999999999999915,1.0000000000000036,171,2016
132,Heart failure (I50),827.99999999999955,3115.9999999999991,3207.0000000000073,8.000000000000032,7206.00000000001,2016
