IMMR_code,Disease,live_17-49,live_50-69,live_70+,live_NA,live_Total,year
071,Malignant neoplasm of bladder (C67),246.00000000000023,1580.000000000002,909.0000000000002,0,2753.9999999999995,2017
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",185.00000000000006,441.00000000000034,153.99999999999977,0,1080.9999999999998,2017
073,Malignant neoplasm of eye and adnexa (C69),25.000000000000004,27.000000000000107,11.000000000000034,0,351.00000000000034,2017
074,Malignant neoplasm of brain(C71),541,495.99999999999955,117.99999999999991,0,1601.9999999999986,2017
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",50.99999999999996,52.000000000000036,26.000000000000007,0,141.00000000000014,2017
076,Malignant neoplasm of thyroid gland (C73),1142.0000000000002,862.0000000000013,219.99999999999983,0,2264.000000000001,2017
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",717.9999999999994,1528.999999999998,554.9999999999997,0,3306.9999999999995,2017
078,Hodgkin's disease (C81),591.0000000000005,321.99999999999966,124.00000000000017,0,1216.9999999999977,2017
079,Leukaemia (C91-C95),1928.000000000001,1318.000000000002,507,0,10876.999999999989,2017
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1793.0000000000025,4266.00000000001,1530.9999999999986,0,7915.000000000007,2017
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",2143,7275.000000000003,1933.0000000000014,1.0000000000000049,11455.000000000005,2018
051,Malaignant neoplasm of oesophagus (C15),658.9999999999993,4359.999999999996,1632,0,6668.9999999999945,2018
052,Malignant neoplasm of stomach (C16),254,1217.0000000000005,379.99999999999983,0,1857.0000000000005,2018
053,Malignant neoplasm of colon (C18),1331.9999999999982,3814.0000000000014,824.0000000000005,0,5987,2018
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",1201.9999999999968,4372.000000000004,1542.0000000000011,0,7136.000000000008,2018
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),205.00000000000017,909.9999999999993,412.0000000000008,2.0000000000000044,1749.9999999999975,2018
056,Malignant neoplasm of pancreas (C25),199.00000000000006,574.9999999999998,154.00000000000063,1,935.0000000000007,2018
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",154.00000000000009,481.00000000000045,192.00000000000017,0,831.9999999999995,2018
058,Malignant neoplasm of larnyx (C32),195.00000000000034,1362.000000000001,427.99999999999966,0,1992.999999999997,2018
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",1050,5153.999999999999,1642.9999999999982,1.000000000000004,7874.9999999999945,2018
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",342.0000000000002,253.99999999999974,90.00000000000003,0,703.9999999999989,2018
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",565,313.9999999999996,97.00000000000009,0,1808.9999999999966,2018
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",186.99999999999974,476.0000000000002,179.99999999999994,0,860.9999999999997,2018
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",643.0000000000017,979.0000000000007,228.00000000000017,0,2508,2018
064,Malignant neoplasm of breast (C50),7278.99999999999,12527.000000000007,2195.000000000001,0,22027.999999999993,2018
065,Malignant neoplasm of cervix uteri (C53),1027.0000000000007,3111.0000000000014,796.0000000000009,0,4940.000000000015,2018
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",426.9999999999995,2026.0000000000027,486.99999999999983,0,2950.9999999999977,2018
067,Malignant neoplasm of placenta (C58),54.99999999999987,6.000000000000003,1.0000000000000024,0,63.99999999999988,2018
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2406.000000000003,6331.999999999995,1242.999999999998,1.0000000000000009,10094.999999999995,2018
069,Malignant neoplasm of prostate (C61),72.00000000000028,1679.0000000000002,1655.999999999999,0,3415.9999999999945,2018
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",242.0000000000005,260.00000000000074,94.9999999999999,0,651.0000000000003,2018
071,Malignant neoplasm of bladder (C67),275.99999999999994,1525.0000000000011,964.0000000000015,0,2776.0000000000027,2018
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",228.00000000000037,611.9999999999993,212.00000000000045,0,1358.999999999999,2018
073,Malignant neoplasm of eye and adnexa (C69),23.000000000000007,50.000000000000064,21.000000000000004,0,467.0000000000009,2018
074,Malignant neoplasm of brain (C71),618.9999999999993,513.9999999999994,150.00000000000026,2.000000000000007,1771.999999999997,2018
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",58.00000000000017,67.99999999999994,30.000000000000046,0,165.9999999999999,2018
076,Malignant neoplasm of thyroid gland (C73),1224.999999999999,938,215.99999999999994,0,2420.999999999992,2018
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",928.0000000000018,1772.0000000000002,598.9999999999998,0,3790.9999999999973,2018
078,Hodgkin's disease (C81),418.00000000000045,394.9999999999999,115.00000000000003,0,1005.9999999999977,2018
079,Leukaemia (C91-C95),2033.999999999995,1494,554.9999999999997,0,11093.999999999987,2018
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",2746,5794.000000000003,2051.000000000002,0,11131.000000000004,2018
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",2174.999999999996,7035.000000000015,2078.000000000002,0,11388.999999999965,2019
051,Malaignant neoplasm of oesophagus (C15),611.0000000000005,4629.999999999999,1865.0000000000014,1.000000000000005,7130.999999999991,2019
052,Malignant neoplasm of stomach (C16),319.0000000000002,1374.9999999999998,364.0000000000003,0,2059.999999999999,2019
053,Malignant neoplasm of colon (C18),1361.0000000000014,3939.000000000007,1038.9999999999993,0,6359.000000000008,2019
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",1303.0000000000011,4234.9999999999945,1473.9999999999977,0,7020.999999999993,2019
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),279.00000000000034,1082.0000000000005,461.99999999999926,0,2068.9999999999977,2019
056,Malignant neoplasm of pancreas (C25),188.00000000000068,658.9999999999999,161.99999999999977,1.000000000000003,1013.9999999999998,2019
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",113,504.0000000000008,183.00000000000023,0,811.9999999999997,2019
058,Malignant neoplasm of larnyx (C32),146.0000000000008,1435.9999999999975,448.9999999999996,0,2035.000000000001,2019
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",1084.9999999999986,5384.999999999988,1755.9999999999982,0,8256.999999999996,2019
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",245.00000000000014,268.00000000000034,111.00000000000014,0,646.9999999999993,2019
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",674.9999999999995,228.99999999999983,90.00000000000003,2.000000000000005,2018.9999999999973,2019
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",234.0000000000002,542.0000000000005,253.0000000000003,1.000000000000003,1056.0000000000014,2019
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",650.9999999999992,839.0000000000009,243.00000000000034,0,2247.0000000000005,2019
064,Malignant neoplasm of breast (C50),7421.00000000002,13615.000000000004,2374.0000000000023,3,23444.00000000003,2019
065,Malignant neoplasm of cervix uteri (C53),1079.9999999999998,3039.999999999996,887.9999999999998,0,5012.999999999985,2019
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",384,1922.9999999999993,474.999999999999,0,2788.0000000000023,2019
067,Malignant neoplasm of placenta (C58),66.99999999999994,7.000000000000007,1.0000000000000053,0,77.00000000000011,2019
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2304.0000000000005,6431.999999999992,1231.9999999999993,1.0000000000000029,10027,2019
069,Malignant neoplasm of prostate (C61),68.00000000000003,1814.9999999999984,1927.0000000000014,0,3817.9999999999945,2019
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",273.00000000000006,246.9999999999998,81,0,697.0000000000006,2019
071,Malignant neoplasm of bladder (C67),263.00000000000045,1670.0000000000014,1041.9999999999993,0,2983,2019
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",200.0000000000001,563.0000000000005,188.0000000000001,0,1307.9999999999995,2019
073,Malignant neoplasm of eye and adnexa (C69),21,36.00000000000001,16.000000000000032,0,404.99999999999983,2019
074,Malignant neoplasm of brain (C71),562.9999999999994,519.9999999999997,102,0,1683.999999999999,2019
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",47.00000000000004,48.00000000000005,30.000000000000103,0,168.99999999999991,2019
076,Malignant neoplasm of thyroid gland (C73),1196.000000000002,1028.9999999999998,242,0,2494.9999999999955,2019
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",1002.000000000001,1766.0000000000023,568.9999999999994,1.0000000000000044,4021.000000000005,2019
078,Hodgkin's disease (C81),732.0000000000005,436.9999999999999,113.00000000000014,0,1440,2019
079,Leukaemia (C91-C95),2368.0000000000036,1366,576,1.000000000000003,11037.00000000002,2019
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",2559.999999999998,5727.999999999993,1955.000000000001,0,10700.999999999993,2019
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1772.0000000000011,6084.999999999993,1858.0000000000045,1.0000000000000042,9799.000000000015,2020
051,Malaignant neoplasm of oesophagus (C15),535,3600.0000000000055,1426,0,5571.000000000009,2020
052,Malignant neoplasm of stomach (C16),298.00000000000045,1179.0000000000005,390.99999999999926,0,1872.999999999999,2020
053,Malignant neoplasm of colon (C18),1478.0000000000036,3578.000000000001,1056.0000000000002,0,6125.000000000007,2020
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",1412.000000000003,4036.0000000000055,1368.000000000001,0,6832.999999999987,2020
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),188,921.0000000000002,468.00000000000057,0,1853.0000000000005,2020
056,Malignant neoplasm of pancreas (C25),160.00000000000023,547.0000000000007,168,0,883.0000000000011,2020
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",138.00000000000014,477.99999999999943,203.0000000000001,0,828.0000000000002,2020
058,Malignant neoplasm of larnyx (C32),172.00000000000006,1141.0000000000014,354.9999999999997,0,1670.999999999995,2020
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",937.9999999999995,4583.9999999999945,1537.9999999999995,0,7092.000000000018,2020
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",321,207.0000000000004,87.00000000000009,0,630.9999999999993,2020
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",631.9999999999984,151.99999999999991,77,0,1860.0000000000018,2020
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",155,392.99999999999966,198.99999999999994,1.0000000000000042,758.9999999999994,2020
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",694.0000000000002,672.0000000000003,233.00000000000028,0,2024.9999999999986,2020
064,Malignant neoplasm of breast (C50),6083.000000000003,11158.999999999975,2103.9999999999977,1.0000000000000049,19367.999999999978,2020
065,Malignant neoplasm of cervix uteri (C53),1067.000000000001,2671.000000000001,727.0000000000015,0,4469.999999999999,2020
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",357.00000000000006,1545.9999999999986,520.0000000000003,0,2434.0000000000027,2020
067,Malignant neoplasm of placenta (C58),79.99999999999983,15.000000000000068,1.0000000000000027,0,97.0000000000001,2020
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2065.9999999999945,5425.999999999999,1121.0000000000014,0,8721.000000000007,2020
069,Malignant neoplasm of prostate (C61),60.00000000000012,1377,1627.9999999999986,0,3067.000000000002,2020
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",270,254.00000000000026,159.00000000000063,0,701.0000000000011,2020
071,Malignant neoplasm of bladder (C67),177.00000000000014,1335.0000000000018,1034,2.000000000000006,2551.9999999999955,2020
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",159.99999999999983,484.00000000000097,189.00000000000028,0,990.0000000000002,2020
073,Malignant neoplasm of eye and adnexa (C69),11,26.000000000000036,8.000000000000009,0,308.9999999999993,2020
074,Malignant neoplasm of brain (C71),497.0000000000007,445.00000000000034,103,0,1558.0000000000027,2020
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",51.000000000000114,74.00000000000006,16.000000000000014,0,186.00000000000006,2020
076,Malignant neoplasm of thyroid gland (C73),934.9999999999992,907.9999999999993,215.00000000000045,0,2074.0000000000045,2020
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",679.0000000000007,1404.0000000000007,527,1.0000000000000047,3100.9999999999945,2020
078,Hodgkin's disease (C81),878.0000000000016,406.000000000001,91.99999999999969,0,1478.0000000000007,2020
079,Leukaemia (C91-C95),2860.999999999999,1737.000000000003,643.9999999999998,0,11922.000000000013,2020
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",2264.000000000001,4963.9999999999945,1916.0000000000025,0,9518.999999999989,2020
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1637.0000000000002,5617.000000000005,1647.0000000000007,11,9016.999999999996,2021
051,Malaignant neoplasm of oesophagus (C15),466,3484.9999999999964,1468.0000000000002,1.0000000000000002,5428.9999999999945,2021
052,Malignant neoplasm of stomach (C16),204.00000000000006,1113.9999999999995,357.0000000000001,0,1678.9999999999995,2021
053,Malignant neoplasm of colon (C18),1381.0000000000002,3193,901,0,5484.999999999998,2021
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",1410,4032.000000000003,1334,0,6783.9999999999945,2021
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),178,789.0000000000003,393,0,1530.9999999999998,2021
056,Malignant neoplasm of pancreas (C25),176,477.9999999999999,160.00000000000003,0,824,2021
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",166,463.00000000000006,207.99999999999994,1,842.0000000000002,2021
058,Malignant neoplasm of larnyx (C32),133.0000000000001,1128.0000000000011,337.00000000000006,0,1603.000000000001,2021
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",736.0000000000001,4013.999999999999,1441.999999999999,1,6223.000000000001,2021
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",110.00000000000003,183.0000000000001,67,0,384.0000000000002,2021
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",608.0000000000001,145,69,0,1629.9999999999995,2021
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",156,409,162.00000000000006,0,738,2021
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",644.0000000000002,678.9999999999994,224.00000000000003,0,1911,2021
064,Malignant neoplasm of breast (C50),6079.999999999999,10841.000000000007,2103.000000000001,5,19056.99999999999,2021
065,Malignant neoplasm of cervix uteri (C53),1034.9999999999998,2480.9999999999977,678,0,4197,2021
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",464.00000000000034,1492.0000000000016,461.0000000000001,0,2421.999999999997,2021
067,Malignant neoplasm of placenta (C58),66,8,3,0,77,2021
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2331.000000000001,5451.000000000004,1349,4,9273.000000000002,2021
069,Malignant neoplasm of prostate (C61),60,1226.0000000000014,1555,0,2845.000000000001,2021
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",198,343,215.00000000000014,0,785.0000000000001,2021
071,Malignant neoplasm of bladder (C67),172.00000000000003,1198.9999999999998,782,0,2154.999999999998,2021
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",115,458.99999999999966,186,0,950.0000000000002,2021
073,Malignant neoplasm of eye and adnexa (C69),11.000000000000002,16,5.000000000000001,0,361.0000000000001,2021
074,Malignant neoplasm of brain (C71),426.9999999999999,341.0000000000001,107,0,1340,2021
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",77,66,14.000000000000002,0,181.00000000000003,2021
076,Malignant neoplasm of thyroid gland (C73),929.0000000000005,847.0000000000005,238,0,2034.0000000000016,2021
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",636,1326.9999999999995,530.9999999999998,0,3094.0000000000014,2021
078,Hodgkin's disease (C81),832.9999999999994,329.0000000000001,97.00000000000001,0,1412.9999999999998,2021
079,Leukaemia (C91-C95),2557.0000000000005,1477.0000000000002,585.9999999999997,0,10638.000000000002,2021
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",2234.0000000000014,5270.000000000002,1929,0,9938.999999999993,2021
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1818.0000000000011,6867.000000000007,2119,2,10892.999999999998,2022
051,Malaignant neoplasm of oesophagus (C15),485.00000000000006,3513.0000000000027,1651.9999999999995,0,5675,2022
052,Malignant neoplasm of stomach (C16),244.00000000000006,1108.0000000000002,416.0000000000002,0,1775.0000000000002,2022
053,Malignant neoplasm of colon (C18),1605,4044.0000000000027,1268.9999999999995,0,6926.000000000002,2022
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",1486.000000000001,5063.000000000002,1633.9999999999995,0,8192,2022
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),243.00000000000009,802,398.0000000000002,0,1593,2022
056,Malignant neoplasm of pancreas (C25),198.00000000000006,483.0000000000003,153,0,844.0000000000005,2022
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",164.00000000000006,637.0000000000001,189,1,1005,2022
058,Malignant neoplasm of larnyx (C32),157.0000000000001,1277.0000000000011,455.00000000000017,0,1896,2022
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",1004,4511.999999999996,1480,3,7018.000000000002,2022
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",145,193.00000000000006,59.000000000000014,0,411,2022
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",677.0000000000005,182,48.00000000000003,0,2166.0000000000005,2022
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",522.9999999999998,495.00000000000006,273,0,1348.0000000000002,2022
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",603,712.0000000000002,246.00000000000003,0,1945.000000000001,2022
064,Malignant neoplasm of breast (C50),7111,14097.000000000007,2933.9999999999977,5,24177.999999999993,2022
065,Malignant neoplasm of cervix uteri (C53),1138.0000000000016,2820,791.9999999999993,0,4755.000000000001,2022
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",393,1843.9999999999989,562.9999999999998,0,2801.000000000003,2022
067,Malignant neoplasm of placenta (C58),36,9,1.0000000000000002,0,47,2022
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",2201,5679.000000000002,1417.9999999999984,0,9417.999999999996,2022
069,Malignant neoplasm of prostate (C61),69,1560.9999999999984,1968.0000000000014,1.0000000000000002,3603.000000000001,2022
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",260,202.99999999999991,122.00000000000007,0,636.9999999999998,2022
071,Malignant neoplasm of bladder (C67),255.99999999999986,1465.9999999999995,1011.9999999999994,0,2740.000000000001,2022
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",144.0000000000001,550.0000000000001,208,0,1112.9999999999998,2022
073,Malignant neoplasm of eye and adnexa (C69),18.000000000000004,26.000000000000007,10,0,413.9999999999999,2022
074,Malignant neoplasm of brain (C71),479.9999999999999,404.9999999999999,86,1.0000000000000002,1512.0000000000005,2022
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",77,68,25.000000000000007,0,201.00000000000006,2022
076,Malignant neoplasm of thyroid gland (C73),1226,948.0000000000002,297,0,2497,2022
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",640.0000000000005,1417.9999999999995,532,0,3049.000000000002,2022
078,Hodgkin's disease (C81),864.0000000000002,373,66.00000000000001,0,1398.9999999999998,2022
079,Leukaemia (C91-C95),2641.0000000000005,2043.0000000000005,779.9999999999998,0,11091.999999999996,2022
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",2374.9999999999986,5680.999999999998,2516,2,11118.000000000004,2022
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1208,2720,1064,8,5096,2005
051,Malaignant neoplasm of oesophagus (C15),535,1824,682,3,3066,2005
052,Malignant neoplasm of stomach (C16),156,403,97,1,659,2005
053,Malignant neoplasm of colon (C18),383,552,210,9,1285,2005
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and",359,1005,397,2,1767,2005
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),115,249,124,0,506,2005
056,Malignant neoplasm of pancreas (C25),147,174,56,5,404,2005
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C2",65,144,61,0,315,2005
058,Malignant neoplasm of larnyx (C32),134,559,169,0,865,2005
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",416,1542,336,3,2314,2005
060,Malignant neoplasm of other respiratory and intrathoracic or,73,89,22,0,196,2005
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",275,161,86,0,706,2005
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",159,253,103,0,534,2005
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",246,187,48,0,606,2005
064,Malignant neoplasm of breast (C50),2081,2504,419,38,5053,2005
065,Malignant neoplasm of cervix uteri (C53),NA,NA,NA,NA,NA,2005
066,Malignant neoplasm of other and unspecified parts of uterus,NA,NA,NA,NA,NA,2005
067,Malignant neoplasm of placenta (C58),NA,NA,NA,NA,NA,2005
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57",NA,NA,NA,NA,NA,2005
069,Malignant neoplasm of prostate (C61),NA,NA,NA,NA,NA,2005
070,"Malignant neoplasm of other male genital organs (C60,C62,C63",NA,NA,NA,NA,NA,2005
071,Malignant neoplasm of bladder (C67),138,445,281,1,875,2005
072,Malignant neoplasm of other parts of the urinary tract (C64-,104,189,28,6,402,2005
073,Malignant neoplasm of eye and adnexa (C69),30,20,10,0,246,2005
074,Malignant neoplasm of brain(C71),364,258,37,1,978,2005
075,Malignant neoplasm of other parts of the central nervous sys,33,22,4,0,69,2005
076,Malignant neoplasm of thyroid gland (C73),306,307,87,1,721,2005
077,"Malignant neoplasm of other endocrine, ill-defined, secondar",662,1139,437,1,2489,2005
078,Hodgkin's disease (C81),204,76,22,0,405,2005
079,Leukaemia (C91-C95),949,494,160,7,3167,2005
080,Malignant neoplasm of other lymphoid haematopoietic and rela,1090,1531,601,4,3544,2005
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1204,2777,1076,7,5113,2006
051,Malaignant neoplasm of oesophagus (C15),465,2074,894,6,3452,2006
052,Malignant neoplasm of stomach (C16),156,339,135,0,635,2006
053,Malignant neoplasm of colon (C18),289,691,209,1,1199,2006
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",405,1052,325,5,1791,2006
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),93,240,101,1,478,2006
056,Malignant neoplasm of pancreas (C25),73,196,38,0,310,2006
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",98,167,68,1,337,2006
058,Malignant neoplasm of larnyx (C32),143,509,153,3,814,2006
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",590,1707,434,3,2749,2006
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",98,101,38,0,244,2006
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",294,211,104,3,859,2006
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",128,222,101,0,468,2006
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",243,209,76,0,612,2006
064,Malignant neoplasm of breast (C50),2199,3010,422,7,5650,2006
065,Malignant neoplasm of cervix uteri (C53),NA,NA,NA,NA,NA,2006
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",NA,NA,NA,NA,NA,2006
067,Malignant neoplasm of placenta (C58),NA,NA,NA,NA,NA,2006
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",NA,NA,NA,NA,NA,2006
069,Malignant neoplasm of prostate (C61),NA,NA,NA,NA,NA,2006
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",NA,NA,NA,NA,NA,2006
071,Malignant neoplasm of bladder (C67),250,719,407,10,1389,2006
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",57,163,27,1,385,2006
073,Malignant neoplasm of eye and adnexa (C69),19,20,8,0,297,2006
074,Malignant neoplasm of brain(C71),398,216,39,0,872,2006
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",59,24,8,0,109,2006
076,Malignant neoplasm of thyroid gland (C73),408,330,105,1,861,2006
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",472,988,395,2,2009,2006
078,Hodgkin's disease (C81),225,90,31,0,453,2006
079,Leukaemia (C91-C95),1221,553,201,9,4381,2006
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",1099,1654,633,13,3751,2006
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",1337,3097,1056,9,5554,2007
051,Malaignant neoplasm of oesophagus (C15),590,2257,808,4,3695,2007
052,Malignant neoplasm of stomach (C16),161,553,142,2,859,2007
053,Malignant neoplasm of colon (C18),379,830,204,3,1425,2007
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",515,1173,411,2,2107,2007
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),108,318,119,2,615,2007
056,Malignant neoplasm of pancreas (C25),111,151,23,1,299,2007
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",99,150,54,0,303,2007
058,Malignant neoplasm of larnyx (C32),171,567,189,3,934,2007
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",577,1925,513,5,3038,2007
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",103,98,47,0,251,2007
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",361,219,88,1,909,2007
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",149,263,132,1,558,2007
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",264,188,50,0,590,2007
064,Malignant neoplasm of breast (C50),2486,3101,446,3,6056,2007
065,Malignant neoplasm of cervix uteri (C53),828,1674,451,10,2967,2007
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",199,410,84,10,726,2007
067,Malignant neoplasm of placenta (C58),248,16,0,0,271,2007
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1393,2029,366,13,3846,2007
069,Malignant neoplasm of prostate (C61),91,613,683,1,1398,2007
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",204,148,58,0,430,2007
071,Malignant neoplasm of bladder (C67),252,947,561,4,1764,2007
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",76,206,45,0,399,2007
073,Malignant neoplasm of eye and adnexa (C69),18,29,15,0,413,2007
074,Malignant neoplasm of brain(C71),378,240,47,0,913,2007
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",66,58,20,0,193,2007
076,Malignant neoplasm of thyroid gland (C73),521,405,114,0,1059,2007
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",585,1027,324,3,2138,2007
078,Hodgkin's disease (C81),350,134,13,0,604,2007
079,Leukaemia (C91-C95),1203,599,197,14,4572,2007
